feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000004700.15	chr12	21501198	21501505	308	+	05064	21468911	21501669	-	inside	471	164	NearestLocation	chr12	HAVANA	gene	21468911	21501669	.	-	.	protein_coding	KNOWN	RECQL	2	OTTHUMG00000169131.2
ENSG00000004779.9	chr16	23596174	23596467	294	+	08026	23581002	23596356	-	overlapStart	182	111	NearestLocation	chr16	HAVANA	gene	23581002	23596356	.	-	.	protein_coding	KNOWN	NDUFAB1	1	OTTHUMG00000096985.5
ENSG00000004838.13	chr3	50345702	50345905	204	+	16181	50341110	50346852	-	inside	1150	947	NearestLocation	chr3	HAVANA	gene	50341110	50346852	.	-	.	protein_coding	KNOWN	ZMYND10	1	OTTHUMG00000156874.5
ENSG00000004848.7	chrX	25016086	25016267	182	+	23218	25003694	25016420	-	inside	334	153	NearestLocation	chrX	HAVANA	gene	25003694	25016420	.	-	.	protein_coding	KNOWN	ARX	2	OTTHUMG00000021275.4
ENSG00000004864.13	chr7	96321922	96322440	519	+	20603	96120220	96322147	-	overlapStart	225	225	NearestLocation	chr7	HAVANA	gene	96120220	96322147	.	-	.	protein_coding	KNOWN	SLC25A13	2	ncRNA_host
ENSG00000004897.11	chr17	47189446	47189719	274	+	09564	47117703	47189422	-	upstream	-24	24	NearestLocation	chr17	HAVANA	gene	47117703	47189422	.	-	.	protein_coding	KNOWN	CDC27	2	overlapping_locus
ENSG00000004939.13	chr17	44266662	44266858	197	+	09489	44248385	44268141	-	inside	1479	1283	NearestLocation	chr17	HAVANA	gene	44248385	44268141	.	-	.	protein_coding	KNOWN	SLC4A1	2	OTTHUMG00000156843.1
ENSG00000004975.11	chr17	7234127	7234745	619	+	08916	7225341	7234545	-	overlapStart	418	200	NearestLocation	chr17	HAVANA	gene	7225341	7234545	.	-	.	protein_coding	KNOWN	DVL2	2	OTTHUMG00000102155.4
ENSG00000005059.15	chr4	109561281	109561483	203	+	17414	109560205	109688726	+	inside	1076	1076	NearestLocation	chr4	HAVANA	gene	109560205	109688726	.	+	.	protein_coding	KNOWN	CCDC109B	2	overlapping_locus
ENSG00000005156.11	chr17	34980258	34980608	351	+	09224	34980494	35009743	+	overlapStart	-236	114	NearestLocation	chr17	HAVANA	gene	34980494	35009743	.	+	.	protein_coding	KNOWN	LIG3	1	OTTHUMG00000128519.6
ENSG00000005175.9	chr12	47705522	47705962	441	+	05160	47661249	47706061	-	inside	539	99	NearestLocation	chr12	HAVANA	gene	47661249	47706061	.	-	.	protein_coding	KNOWN	RPAP3	2	overlapping_locus
ENSG00000005189.19	chr16	20806302	20806636	335	+	07996	20806429	20849668	+	overlapStart	-127	127	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005238.19	chr9	35111770	35112020	251	+	22211	35104112	35116341	-	inside	4571	4321	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005238.19	chr9	35114088	35114298	211	+	22212	35104112	35116341	-	inside	2253	2043	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005238.19	chr9	35115742	35116218	477	+	22213	35104112	35116341	-	inside	599	123	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005249.12	chr7	107044363	107044588	226	+	20804	107044649	107161811	+	upstream	-286	61	NearestLocation	chr7	HAVANA	gene	107044649	107161811	.	+	.	protein_coding	KNOWN	PRKAR2B	2	OTTHUMG00000137418.1
ENSG00000005249.12	chr7	107045271	107045505	235	+	20805	107044649	107161811	+	inside	622	622	NearestLocation	chr7	HAVANA	gene	107044649	107161811	.	+	.	protein_coding	KNOWN	PRKAR2B	2	OTTHUMG00000137418.1
ENSG00000005302.17	chrX	11758215	11758441	227	+	23171	11758159	11775753	+	inside	56	56	NearestLocation	chrX	HAVANA	gene	11758159	11775753	.	+	.	protein_coding	KNOWN	MSL3	2	OTTHUMG00000021132.6
ENSG00000005339.14	chr16	3880683	3880878	196	+	07835	3725054	3880726	-	overlapStart	43	43	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3881226	3881428	203	+	07836	3725054	3880726	-	upstream	-500	500	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005379.15	chr17	58328169	58328605	437	+	09767	58301228	58328760	-	inside	591	155	NearestLocation	chr17	HAVANA	gene	58301228	58328760	.	-	.	protein_coding	KNOWN	TSPOAP1	2	OTTHUMG00000178923.2
ENSG00000005379.15	chr17	58328875	58329084	210	+	09768	58301228	58328760	-	upstream	-115	115	NearestLocation	chr17	HAVANA	gene	58301228	58328760	.	-	.	protein_coding	KNOWN	TSPOAP1	2	OTTHUMG00000178923.2
ENSG00000005381.7	chr17	58273468	58273689	222	+	09766	58269856	58280935	-	inside	7467	3612	NearestLocation	chr17	HAVANA	gene	58269856	58280935	.	-	.	protein_coding	KNOWN	MPO	2	OTTHUMG00000178922.2
ENSG00000005448.16	chr2	74421550	74421836	287	+	13089	74421678	74425755	+	overlapStart	-128	128	NearestLocation	chr2	HAVANA	gene	74421678	74425755	.	+	.	protein_coding	KNOWN	WDR54	1	OTTHUMG00000129951.4
ENSG00000005486.16	chr7	75842411	75843191	781	+	20507	75842602	75888926	+	overlapStart	-191	191	NearestLocation	chr7	HAVANA	gene	75842602	75888926	.	+	.	protein_coding	KNOWN	RHBDD2	1	OTTHUMG00000156435.4
ENSG00000005700.14	chr6	82246317	82246539	223	+	19455	82169983	82247754	-	inside	1437	1215	NearestLocation	chr6	HAVANA	gene	82169983	82247754	.	-	.	protein_coding	KNOWN	IBTK	2	ncRNA_host
ENSG00000005801.16	chr11	3379171	3379387	217	+	03777	3339261	3379222	-	overlapStart	51	51	NearestLocation	chr11	HAVANA	gene	3339261	3379222	.	-	.	protein_coding	KNOWN	ZNF195	1	OTTHUMG00000011694.8
ENSG00000005810.17	chr13	77326968	77327311	344	+	06208	77044655	77327050	-	overlapStart	82	82	NearestLocation	chr13	HAVANA	gene	77044655	77327050	.	-	.	protein_coding	KNOWN	MYCBP2	2	overlapping_locus
ENSG00000005882.11	chr17	50095428	50095609	182	+	09672	50094737	50112152	+	inside	691	691	NearestLocation	chr17	HAVANA	gene	50094737	50112152	.	+	.	protein_coding	KNOWN	PDK2	1	OTTHUMG00000161948.17
ENSG00000005884.17	chr17	50064666	50064968	303	+	09670	50055968	50090481	+	inside	8698	8698	NearestLocation	chr17	HAVANA	gene	50055968	50090481	.	+	.	protein_coding	KNOWN	ITGA3	2	OTTHUMG00000161890.6
ENSG00000005893.15	chrX	120468479	120468894	416	+	23569	120427827	120469365	-	inside	886	471	NearestLocation	chrX	HAVANA	gene	120427827	120469365	.	-	.	protein_coding	KNOWN	LAMP2	2	OTTHUMG00000022301.4
ENSG00000006007.11	chr16	19522048	19522239	192	+	07991	19501689	19522145	-	overlapStart	97	94	NearestLocation	chr16	HAVANA	gene	19501689	19522145	.	-	.	protein_coding	KNOWN	GDE1	2	OTTHUMG00000131454.6
ENSG00000006015.17	chr19	18588929	18589465	537	+	11529	18588685	18592336	+	inside	244	244	NearestLocation	chr19	HAVANA	gene	18588685	18592336	.	+	.	protein_coding	KNOWN	C19orf60	1	OTTHUMG00000183112.1
ENSG00000006042.11	chr17	32936876	32937205	330	+	09210	32927910	32945106	+	inside	8966	7901	NearestLocation	chr17	HAVANA	gene	32927910	32945106	.	+	.	protein_coding	KNOWN	TMEM98	2	OTTHUMG00000132882.4
ENSG00000006047.12	chr17	7293255	7293438	184	+	08922	7288252	7294615	-	inside	1360	1177	NearestLocation	chr17	HAVANA	gene	7288252	7294615	.	-	.	protein_coding	KNOWN	YBX2	2	OTTHUMG00000177992.2
ENSG00000006062.13	chr17	45317066	45317450	385	+	09524	45263121	45317040	-	upstream	-26	26	NearestLocation	chr17	HAVANA	gene	45263121	45317040	.	-	.	protein_coding	KNOWN	MAP3K14	2	OTTHUMG00000180364.5
ENSG00000006116.3	chr16	24256032	24256252	221	+	08036	24255553	24362801	+	inside	479	479	NearestLocation	chr16	HAVANA	gene	24255553	24362801	.	+	.	protein_coding	KNOWN	CACNG3	2	OTTHUMG00000131651.1
ENSG00000006125.16	chr17	35578123	35578538	416	+	09234	35578046	35726409	+	inside	77	77	NearestLocation	chr17	HAVANA	gene	35578046	35726409	.	+	.	protein_coding	KNOWN	AP2B1	1	overlapping_locus
ENSG00000006210.6	chr16	57372356	57372537	182	+	08297	57372458	57385048	+	overlapStart	-102	79	NearestLocation	chr16	HAVANA	gene	57372458	57385048	.	+	.	protein_coding	KNOWN	CX3CL1	1	OTTHUMG00000133469.5
ENSG00000006210.6	chr16	57374336	57374543	208	+	08298	57372458	57385048	+	inside	1878	1878	NearestLocation	chr16	HAVANA	gene	57372458	57385048	.	+	.	protein_coding	KNOWN	CX3CL1	1	OTTHUMG00000133469.5
ENSG00000006282.20	chr17	50541748	50542314	567	+	09705	50543058	50555852	+	upstream	-1310	744	NearestLocation	chr17	HAVANA	gene	50543058	50555852	.	+	.	protein_coding	KNOWN	SPATA20	2	overlapping_locus
ENSG00000006283.17	chr17	50558969	50559269	301	+	09706	50561068	50627474	+	upstream	-2099	1799	NearestLocation	chr17	HAVANA	gene	50561068	50627474	.	+	.	protein_coding	KNOWN	CACNA1G	2	OTTHUMG00000162180.7
ENSG00000006451.7	chr7	39623252	39623817	566	+	20283	39623483	39708124	+	overlapStart	-231	231	NearestLocation	chr7	HAVANA	gene	39623483	39708124	.	+	.	protein_coding	KNOWN	RALA	2	OTTHUMG00000128775.4
ENSG00000006459.10	chr7	140175357	140175776	420	+	20992	140084746	140177035	-	inside	1678	1259	NearestLocation	chr7	HAVANA	gene	140084746	140177035	.	-	.	protein_coding	KNOWN	KDM7A	2	ncRNA_host
ENSG00000006468.13	chr7	13982535	13982755	221	+	20145	13891228	13991425	-	inside	8890	8670	NearestLocation	chr7	HAVANA	gene	13891228	13991425	.	-	.	protein_coding	KNOWN	ETV1	1	OTTHUMG00000152403.6
ENSG00000006468.13	chr7	13982957	13983165	209	+	20146	13891228	13991425	-	inside	8468	8260	NearestLocation	chr7	HAVANA	gene	13891228	13991425	.	-	.	protein_coding	KNOWN	ETV1	1	OTTHUMG00000152403.6
ENSG00000006468.13	chr7	13991419	13991643	225	+	20147	13891228	13991425	-	overlapStart	6	6	NearestLocation	chr7	HAVANA	gene	13891228	13991425	.	-	.	protein_coding	KNOWN	ETV1	1	OTTHUMG00000152403.6
ENSG00000006530.15	chr7	141551116	141551480	365	+	21013	141551189	141655244	+	overlapStart	-73	73	NearestLocation	chr7	HAVANA	gene	141551189	141655244	.	+	.	protein_coding	KNOWN	AGK	2	OTTHUMG00000157499.1
ENSG00000006576.16	chr7	77800281	77800474	194	+	20547	77798792	77957503	+	inside	1489	1489	NearestLocation	chr7	HAVANA	gene	77798792	77957503	.	+	.	protein_coding	KNOWN	PHTF2	2	ncRNA_host
ENSG00000006625.17	chr7	30504674	30505052	379	+	20241	30496621	30504844	-	overlapStart	170	170	NearestLocation	chr7	HAVANA	gene	30496621	30504844	.	-	.	protein_coding	KNOWN	GGCT	1	overlapping_locus
ENSG00000006634.7	chr7	87876192	87876698	507	+	20567	87876216	87909541	+	overlapStart	-24	24	NearestLocation	chr7	HAVANA	gene	87876216	87909541	.	+	.	protein_coding	KNOWN	DBF4	2	OTTHUMG00000131034.6
ENSG00000006695.10	chr17	14069384	14069656	273	+	08997	14069496	14208677	+	overlapStart	-112	112	NearestLocation	chr17	HAVANA	gene	14069496	14208677	.	+	.	protein_coding	KNOWN	COX10	2	ncRNA_host
ENSG00000006704.10	chr7	74452115	74452313	199	+	20466	74453790	74602604	+	upstream	-1675	1477	NearestLocation	chr7	HAVANA	gene	74453790	74602604	.	+	.	protein_coding	KNOWN	GTF2IRD1	1	OTTHUMG00000023782.4
ENSG00000006744.18	chr17	13017919	13018206	288	+	08991	12992391	13018187	-	overlapStart	268	19	NearestLocation	chr17	HAVANA	gene	12992391	13018187	.	-	.	protein_coding	KNOWN	ELAC2	1	OTTHUMG00000058764.15
ENSG00000006744.18	chr17	13018374	13018699	326	+	08992	12992391	13018187	-	upstream	-187	187	NearestLocation	chr17	HAVANA	gene	12992391	13018187	.	-	.	protein_coding	KNOWN	ELAC2	1	OTTHUMG00000058764.15
ENSG00000006756.15	chrX	2922265	2922546	282	+	23149	2903970	2929351	-	inside	7086	6805	NearestLocation	chrX	HAVANA	gene	2903970	2929351	.	-	.	protein_coding	KNOWN	ARSD	1	OTTHUMG00000021077.3
ENSG00000006831.9	chr12	1690851	1691072	222	+	04930	1688574	1788678	+	inside	2277	2277	NearestLocation	chr12	HAVANA	gene	1688574	1788678	.	+	.	protein_coding	KNOWN	ADIPOR2	1	OTTHUMG00000130139.2
ENSG00000007001.12	chr2	157876109	157876497	389	+	13538	157876702	158136154	+	upstream	-593	205	NearestLocation	chr2	HAVANA	gene	157876702	158136154	.	+	.	protein_coding	KNOWN	UPP2	2	ncRNA_host
ENSG00000007038.10	chr16	2817101	2817404	304	+	07777	2817180	2826304	+	overlapStart	-79	79	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007038.10	chr16	2817552	2817963	412	+	07778	2817180	2826304	+	inside	372	372	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007080.10	chr19	17933045	17933226	182	+	11457	17933016	17943991	+	inside	29	29	NearestLocation	chr19	HAVANA	gene	17933016	17943991	.	+	.	protein_coding	KNOWN	CCDC124	2	OTTHUMG00000183405.2
ENSG00000007168.12	chr17	2593920	2594128	209	+	08851	2593210	2685615	+	inside	710	710	NearestLocation	chr17	HAVANA	gene	2593210	2685615	.	+	.	protein_coding	KNOWN	PAFAH1B1	2	ncRNA_host
ENSG00000007264.14	chr19	3794947	3795331	385	+	10896	3777970	3802129	-	inside	7182	6798	NearestLocation	chr19	HAVANA	gene	3777970	3802129	.	-	.	protein_coding	KNOWN	MATK	1	OTTHUMG00000180916.5
ENSG00000007264.14	chr19	3801379	3801647	269	+	10897	3777970	3802129	-	inside	750	482	NearestLocation	chr19	HAVANA	gene	3777970	3802129	.	-	.	protein_coding	KNOWN	MATK	1	OTTHUMG00000180916.5
ENSG00000007306.14	chr19	41706814	41707172	359	+	11899	41673307	41706976	-	overlapStart	162	162	NearestLocation	chr19	HAVANA	gene	41673307	41706976	.	-	.	protein_coding	KNOWN	CEACAM7	2	OTTHUMG00000151063.3
ENSG00000007314.11	chr17	63965647	63965867	221	+	09849	63938554	63972918	-	inside	7271	7051	NearestLocation	chr17	HAVANA	gene	63938554	63972918	.	-	.	protein_coding	KNOWN	SCN4A	2	OTTHUMG00000179046.1
ENSG00000007314.11	chr17	63974377	63974559	183	+	09850	63938554	63972918	-	upstream	-1459	1459	NearestLocation	chr17	HAVANA	gene	63938554	63972918	.	-	.	protein_coding	KNOWN	SCN4A	2	OTTHUMG00000179046.1
ENSG00000007376.7	chr16	788657	788887	231	+	07673	784974	788397	-	upstream	-260	260	NearestLocation	chr16	HAVANA	gene	784974	788397	.	-	.	protein_coding	KNOWN	RPUSD1	2	OTTHUMG00000047840.4
ENSG00000007392.16	chr16	229022	229530	509	+	07630	188969	229463	-	overlapStart	441	67	NearestLocation	chr16	HAVANA	gene	188969	229463	.	-	.	protein_coding	KNOWN	LUC7L	1	OTTHUMG00000060730.12
ENSG00000007516.13	chr16	1333038	1333378	341	+	07704	1333601	1349441	+	upstream	-563	223	NearestLocation	chr16	HAVANA	gene	1333601	1349441	.	+	.	protein_coding	KNOWN	BAIAP3	1	OTTHUMG00000047833.5
ENSG00000007516.13	chr16	1333912	1334189	278	+	07705	1333601	1349441	+	inside	311	311	NearestLocation	chr16	HAVANA	gene	1333601	1349441	.	+	.	protein_coding	KNOWN	BAIAP3	1	OTTHUMG00000047833.5
ENSG00000007866.18	chr6	35497678	35498001	324	+	19161	35473597	35497076	-	upstream	-602	602	NearestLocation	chr6	HAVANA	gene	35473597	35497076	.	-	.	protein_coding	KNOWN	TEAD3	2	OTTHUMG00000014571.4
ENSG00000007923.15	chr1	6701932	6702229	298	+	00235	6634168	6701924	-	upstream	-8	8	NearestLocation	chr1	HAVANA	gene	6634168	6701924	.	-	.	protein_coding	KNOWN	DNAJC11	2	OTTHUMG00000001443.4
ENSG00000007944.14	chr6	16128877	16129299	423	+	18827	16129125	16148248	+	overlapStart	-248	174	NearestLocation	chr6	HAVANA	gene	16129125	16148248	.	+	.	protein_coding	KNOWN	MYLIP	2	ncRNA_host
ENSG00000008056.12	chrX	47619633	47620468	836	+	23292	47571898	47619853	-	overlapStart	220	220	NearestLocation	chrX	HAVANA	gene	47571898	47619853	.	-	.	protein_coding	KNOWN	SYN1	2	OTTHUMG00000021454.2
ENSG00000008083.13	chr6	15245708	15245914	207	+	18809	15246296	15522040	+	upstream	-588	382	NearestLocation	chr6	HAVANA	gene	15246296	15522040	.	+	.	protein_coding	KNOWN	JARID2	2	ncRNA_host
ENSG00000008130.15	chr1	1778519	1779283	765	+	00099	1751232	1780457	-	inside	1938	1174	NearestLocation	chr1	HAVANA	gene	1751232	1780457	.	-	.	protein_coding	KNOWN	NADK	2	OTTHUMG00000000942.6
ENSG00000008130.15	chr1	1780533	1780739	207	+	00100	1751232	1780457	-	upstream	-76	76	NearestLocation	chr1	HAVANA	gene	1751232	1780457	.	-	.	protein_coding	KNOWN	NADK	2	OTTHUMG00000000942.6
ENSG00000008130.15	chr1	1782241	1782603	363	+	00101	1751232	1780457	-	upstream	-1784	1784	NearestLocation	chr1	HAVANA	gene	1751232	1780457	.	-	.	protein_coding	KNOWN	NADK	2	OTTHUMG00000000942.6
ENSG00000008196.12	chr6	50816199	50816524	326	+	19373	50818723	50847613	+	upstream	-2524	2199	NearestLocation	chr6	HAVANA	gene	50818723	50847613	.	+	.	protein_coding	KNOWN	TFAP2B	2	OTTHUMG00000014836.4
ENSG00000008282.8	chr7	106112488	106112855	368	+	20789	106090503	106112576	-	overlapStart	88	88	NearestLocation	chr7	HAVANA	gene	106090503	106112576	.	-	.	protein_coding	KNOWN	SYPL1	1	OTTHUMG00000157587.2
ENSG00000008283.15	chr17	63442643	63443020	378	+	09829	63432304	63446378	-	inside	3735	3358	NearestLocation	chr17	HAVANA	gene	63432304	63446378	.	-	.	protein_coding	KNOWN	CYB561	2	OTTHUMG00000179116.2
ENSG00000008283.15	chr17	63446436	63447096	661	+	09830	63432304	63446378	-	upstream	-58	58	NearestLocation	chr17	HAVANA	gene	63432304	63446378	.	-	.	protein_coding	KNOWN	CYB561	2	OTTHUMG00000179116.2
ENSG00000008294.20	chr17	51121746	51122195	450	+	09726	50962174	51120865	-	upstream	-881	881	NearestLocation	chr17	HAVANA	gene	50962174	51120865	.	-	.	protein_coding	KNOWN	SPAG9	1	OTTHUMG00000162316.6
ENSG00000008294.20	chr17	51122652	51122880	229	+	09727	50962174	51120865	-	upstream	-1787	1787	NearestLocation	chr17	HAVANA	gene	50962174	51120865	.	-	.	protein_coding	KNOWN	SPAG9	1	OTTHUMG00000162316.6
ENSG00000008294.20	chr17	51125435	51125797	363	+	09728	50962174	51120865	-	upstream	-4570	4570	NearestLocation	chr17	HAVANA	gene	50962174	51120865	.	-	.	protein_coding	KNOWN	SPAG9	1	OTTHUMG00000162316.6
ENSG00000008324.10	chr3	42581723	42582372	650	+	16038	42581840	42595114	+	overlapStart	-117	117	NearestLocation	chr3	HAVANA	gene	42581840	42595114	.	+	.	protein_coding	KNOWN	SS18L2	2	OTTHUMG00000131794.2
