feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000004487.15	chr1	23018700	23021500	2801	+	00194	23019448	23083689	+	overlapStart	-748	748	NearestLocation	chr1	HAVANA	gene	23019448	23083689	.	+	.	protein_coding	KNOWN	KDM1A	1	ncRNA_host
ENSG00000004534.14	chr3	49939400	49941600	2201	+	09501	49940007	50100045	+	overlapStart	-607	607	NearestLocation	chr3	HAVANA	gene	49940007	50100045	.	+	.	protein_coding	KNOWN	RBM6	1	overlapping_locus
ENSG00000004660.14	chr17	3891100	3894250	3151	+	05391	3860315	3894891	-	inside	3791	641	NearestLocation	chr17	HAVANA	gene	3860315	3894891	.	-	.	protein_coding	KNOWN	CAMKK1	2	OTTHUMG00000090725.2
ENSG00000004766.15	chr7	93231550	93233600	2051	+	12664	93232340	93361121	+	overlapStart	-790	790	NearestLocation	chr7	HAVANA	gene	93232340	93361121	.	+	.	protein_coding	KNOWN	VPS50	2	OTTHUMG00000131733.3
ENSG00000004777.18	chr19	35774500	35776150	1651	+	06867	35774532	35788822	+	overlapStart	-32	32	NearestLocation	chr19	HAVANA	gene	35774532	35788822	.	+	.	protein_coding	KNOWN	ARHGAP33	1	OTTHUMG00000182071.4
ENSG00000004779.9	chr16	23594250	23597400	3151	+	04963	23581002	23596356	-	overlapStart	2106	1044	NearestLocation	chr16	HAVANA	gene	23581002	23596356	.	-	.	protein_coding	KNOWN	NDUFAB1	1	OTTHUMG00000096985.5
ENSG00000004864.13	chr7	96320700	96322750	2051	+	12673	96120220	96322147	-	overlapStart	1447	603	NearestLocation	chr7	HAVANA	gene	96120220	96322147	.	-	.	protein_coding	KNOWN	SLC25A13	2	ncRNA_host
ENSG00000004897.11	chr17	47187850	47189900	2051	+	05830	47117703	47189422	-	overlapStart	1572	478	NearestLocation	chr17	HAVANA	gene	47117703	47189422	.	-	.	protein_coding	KNOWN	CDC27	2	overlapping_locus
ENSG00000004961.14	chrX	11110250	11112650	2401	+	14189	11111301	11123078	+	overlapStart	-1051	1051	NearestLocation	chrX	HAVANA	gene	11111301	11123078	.	+	.	protein_coding	KNOWN	HCCS	2	OTTHUMG00000021128.1
ENSG00000004975.11	chr17	7232600	7236450	3851	+	05424	7225341	7234545	-	overlapStart	1945	1905	NearestLocation	chr17	HAVANA	gene	7225341	7234545	.	-	.	protein_coding	KNOWN	DVL2	2	OTTHUMG00000102155.4
ENSG00000005007.12	chr19	18831350	18833500	2151	+	06758	18831938	18868236	+	overlapStart	-588	588	NearestLocation	chr19	HAVANA	gene	18831938	18868236	.	+	.	protein_coding	KNOWN	UPF1	2	OTTHUMG00000183025.2
ENSG00000005022.5	chrX	119467750	119470150	2401	+	14588	119468400	119471319	+	overlapStart	-650	650	NearestLocation	chrX	HAVANA	gene	119468400	119471319	.	+	.	protein_coding	KNOWN	SLC25A5	2	OTTHUMG00000022715.2
ENSG00000005059.15	chr4	109559600	109561450	1851	+	10456	109560205	109688726	+	overlapStart	-605	605	NearestLocation	chr4	HAVANA	gene	109560205	109688726	.	+	.	protein_coding	KNOWN	CCDC109B	2	overlapping_locus
ENSG00000005075.15	chr7	102476550	102479150	2601	+	12752	102473118	102478907	-	overlapStart	2357	243	NearestLocation	chr7	HAVANA	gene	102473118	102478907	.	-	.	protein_coding	KNOWN	POLR2J	2	OTTHUMG00000150387.1
ENSG00000005100.12	chr17	5466550	5469450	2901	+	05415	5440912	5469060	-	overlapStart	2510	390	NearestLocation	chr17	HAVANA	gene	5440912	5469060	.	-	.	protein_coding	KNOWN	DHX33	1	overlapping_locus
ENSG00000005156.11	chr17	34979700	34981950	2251	+	05654	34980494	35009743	+	overlapStart	-794	794	NearestLocation	chr17	HAVANA	gene	34980494	35009743	.	+	.	protein_coding	KNOWN	LIG3	1	OTTHUMG00000128519.6
ENSG00000005175.9	chr12	47704200	47707200	3001	+	02987	47661249	47706061	-	overlapStart	1861	1139	NearestLocation	chr12	HAVANA	gene	47661249	47706061	.	-	.	protein_coding	KNOWN	RPAP3	2	overlapping_locus
ENSG00000005189.19	chr16	20804850	20808350	3501	+	04943	20806429	20849668	+	overlapStart	-1579	1579	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005238.19	chr9	35110300	35111800	1501	+	13649	35104112	35116341	-	inside	6041	4541	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005238.19	chr9	35114350	35117200	2851	+	13650	35104112	35116341	-	overlapStart	1991	859	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005249.12	chr7	107044050	107047600	3551	+	12782	107044649	107161811	+	overlapStart	-599	599	NearestLocation	chr7	HAVANA	gene	107044649	107161811	.	+	.	protein_coding	KNOWN	PRKAR2B	2	OTTHUMG00000137418.1
ENSG00000005302.17	chrX	11758200	11760400	2201	+	14192	11758159	11775753	+	inside	41	41	NearestLocation	chrX	HAVANA	gene	11758159	11775753	.	+	.	protein_coding	KNOWN	MSL3	2	OTTHUMG00000021132.6
ENSG00000005436.13	chr2	75709350	75711750	2401	+	07674	75652000	75710989	-	overlapStart	1639	761	NearestLocation	chr2	HAVANA	gene	75652000	75710989	.	-	.	protein_coding	KNOWN	GCFC2	1	OTTHUMG00000129989.4
ENSG00000005448.16	chr2	74420850	74422750	1901	+	07659	74421678	74425755	+	overlapStart	-828	828	NearestLocation	chr2	HAVANA	gene	74421678	74425755	.	+	.	protein_coding	KNOWN	WDR54	1	OTTHUMG00000129951.4
ENSG00000005700.14	chr6	82246100	82249050	2951	+	11911	82169983	82247754	-	overlapStart	1654	1296	NearestLocation	chr6	HAVANA	gene	82169983	82247754	.	-	.	protein_coding	KNOWN	IBTK	2	ncRNA_host
ENSG00000005801.16	chr11	3378300	3379400	1101	+	02082	3339261	3379222	-	overlapStart	922	178	NearestLocation	chr11	HAVANA	gene	3339261	3379222	.	-	.	protein_coding	KNOWN	ZNF195	1	OTTHUMG00000011694.8
ENSG00000005810.17	chr13	77325300	77327700	2401	+	03718	77044655	77327050	-	overlapStart	1750	650	NearestLocation	chr13	HAVANA	gene	77044655	77327050	.	-	.	protein_coding	KNOWN	MYCBP2	2	overlapping_locus
ENSG00000005810.17	chr13	77328850	77330450	1601	+	03719	77044655	77327050	-	upstream	-1800	1800	NearestLocation	chr13	HAVANA	gene	77044655	77327050	.	-	.	protein_coding	KNOWN	MYCBP2	2	overlapping_locus
ENSG00000005812.10	chr13	77025150	77027950	2801	+	03717	76992598	77027195	-	overlapStart	2045	755	NearestLocation	chr13	HAVANA	gene	76992598	77027195	.	-	.	protein_coding	KNOWN	FBXL3	1	OTTHUMG00000017099.5
ENSG00000005889.15	chrX	24148400	24152200	3801	+	14236	24149173	24216255	+	overlapStart	-773	773	NearestLocation	chrX	HAVANA	gene	24149173	24216255	.	+	.	protein_coding	KNOWN	ZFX	2	OTTHUMG00000021264.2
ENSG00000005893.15	chrX	120467350	120469550	2201	+	14602	120427827	120469365	-	overlapStart	2015	185	NearestLocation	chrX	HAVANA	gene	120427827	120469365	.	-	.	protein_coding	KNOWN	LAMP2	2	OTTHUMG00000022301.4
ENSG00000005961.17	chr17	44385500	44387200	1701	+	05793	44372180	44389505	-	inside	4005	2305	NearestLocation	chr17	HAVANA	gene	44372180	44389505	.	-	.	protein_coding	KNOWN	ITGA2B	2	OTTHUMG00000177935.2
ENSG00000006015.17	chr19	18586800	18591100	4301	+	06755	18588685	18592336	+	overlapStart	-1885	1236	NearestLocation	chr19	HAVANA	gene	18588685	18592336	.	+	.	protein_coding	KNOWN	C19orf60	1	OTTHUMG00000183112.1
ENSG00000006025.11	chr17	47820500	47822450	1951	+	05838	47807372	47821834	-	overlapStart	1334	616	NearestLocation	chr17	HAVANA	gene	47807372	47821834	.	-	.	protein_coding	KNOWN	OSBPL7	2	OTTHUMG00000178288.1
ENSG00000006042.11	chr17	32927250	32929300	2051	+	05650	32927910	32945106	+	overlapStart	-660	660	NearestLocation	chr17	HAVANA	gene	32927910	32945106	.	+	.	protein_coding	KNOWN	TMEM98	2	OTTHUMG00000132882.4
ENSG00000006062.13	chr17	45316050	45318400	2351	+	05809	45263121	45317040	-	overlapStart	990	990	NearestLocation	chr17	HAVANA	gene	45263121	45317040	.	-	.	protein_coding	KNOWN	MAP3K14	2	OTTHUMG00000180364.5
ENSG00000006125.16	chr17	35577750	35579750	2001	+	05660	35578046	35726409	+	overlapStart	-296	296	NearestLocation	chr17	HAVANA	gene	35578046	35726409	.	+	.	protein_coding	KNOWN	AP2B1	1	overlapping_locus
ENSG00000006282.20	chr17	50541450	50543150	1701	+	05878	50543058	50555852	+	overlapStart	-1608	92	NearestLocation	chr17	HAVANA	gene	50543058	50555852	.	+	.	protein_coding	KNOWN	SPATA20	2	overlapping_locus
ENSG00000006282.20	chr17	50546750	50547750	1001	+	05879	50543058	50555852	+	inside	3692	3692	NearestLocation	chr17	HAVANA	gene	50543058	50555852	.	+	.	protein_coding	KNOWN	SPATA20	2	overlapping_locus
ENSG00000006432.15	chr14	70808500	70810650	2151	+	04081	70722526	70809534	-	overlapStart	1034	1034	NearestLocation	chr14	HAVANA	gene	70722526	70809534	.	-	.	protein_coding	KNOWN	MAP3K9	1	OTTHUMG00000171249.3
ENSG00000006451.7	chr7	39622400	39625000	2601	+	12447	39623483	39708124	+	overlapStart	-1083	1083	NearestLocation	chr7	HAVANA	gene	39623483	39708124	.	+	.	protein_coding	KNOWN	RALA	2	OTTHUMG00000128775.4
ENSG00000006453.13	chr7	98399650	98401200	1551	+	12688	98291651	98401068	-	overlapStart	1418	132	NearestLocation	chr7	HAVANA	gene	98291651	98401068	.	-	.	protein_coding	KNOWN	BAIAP2L1	2	overlapping_locus
ENSG00000006459.10	chr7	140175150	140178050	2901	+	12906	140084746	140177035	-	overlapStart	1885	1015	NearestLocation	chr7	HAVANA	gene	140084746	140177035	.	-	.	protein_coding	KNOWN	KDM7A	2	ncRNA_host
ENSG00000006468.13	chr7	13988500	13992650	4151	+	12337	13891228	13991425	-	overlapStart	2925	1225	NearestLocation	chr7	HAVANA	gene	13891228	13991425	.	-	.	protein_coding	KNOWN	ETV1	1	OTTHUMG00000152403.6
ENSG00000006530.15	chr7	141550650	141552500	1851	+	12915	141551189	141655244	+	overlapStart	-539	539	NearestLocation	chr7	HAVANA	gene	141551189	141655244	.	+	.	protein_coding	KNOWN	AGK	2	OTTHUMG00000157499.1
ENSG00000006555.10	chr1	54800850	54802200	1351	+	00527	54779712	54801267	-	overlapStart	417	417	NearestLocation	chr1	HAVANA	gene	54779712	54801267	.	-	.	protein_coding	KNOWN	TTC22	1	OTTHUMG00000009916.3
ENSG00000006607.13	chr2	241355950	241357700	1751	+	08323	241356243	241494841	+	overlapStart	-293	293	NearestLocation	chr2	HAVANA	gene	241356243	241494841	.	+	.	protein_coding	KNOWN	FARP2	1	ncRNA_host
ENSG00000006625.17	chr7	30503850	30505750	1901	+	12410	30496621	30504844	-	overlapStart	994	906	NearestLocation	chr7	HAVANA	gene	30496621	30504844	.	-	.	protein_coding	KNOWN	GGCT	1	overlapping_locus
ENSG00000006634.7	chr7	87873450	87879400	5951	+	12638	87876216	87909541	+	overlapStart	-2766	2766	NearestLocation	chr7	HAVANA	gene	87876216	87909541	.	+	.	protein_coding	KNOWN	DBF4	2	OTTHUMG00000131034.6
ENSG00000006695.10	chr17	14068050	14070950	2901	+	05484	14069496	14208677	+	overlapStart	-1446	1446	NearestLocation	chr17	HAVANA	gene	14069496	14208677	.	+	.	protein_coding	KNOWN	COX10	2	ncRNA_host
ENSG00000006704.10	chr7	74451600	74455850	4251	+	12583	74453790	74602604	+	overlapStart	-2190	2060	NearestLocation	chr7	HAVANA	gene	74453790	74602604	.	+	.	protein_coding	KNOWN	GTF2IRD1	1	OTTHUMG00000023782.4
ENSG00000006712.14	chr19	39388700	39392950	4251	+	06928	39385852	39391195	-	overlapStart	2495	1755	NearestLocation	chr19	HAVANA	gene	39385852	39391195	.	-	.	protein_coding	KNOWN	PAF1	2	OTTHUMG00000182968.2
ENSG00000006744.18	chr17	13016300	13019100	2801	+	05482	12992391	13018187	-	overlapStart	1887	913	NearestLocation	chr17	HAVANA	gene	12992391	13018187	.	-	.	protein_coding	KNOWN	ELAC2	1	OTTHUMG00000058764.15
ENSG00000006757.11	chrX	7926550	7928400	1851	+	14185	7898247	7927739	-	overlapStart	1189	661	NearestLocation	chrX	HAVANA	gene	7898247	7927739	.	-	.	protein_coding	KNOWN	PNPLA4	2	OTTHUMG00000021103.2
ENSG00000006831.9	chr12	1691100	1692050	951	+	02769	1688574	1788678	+	inside	2526	2526	NearestLocation	chr12	HAVANA	gene	1688574	1788678	.	+	.	protein_coding	KNOWN	ADIPOR2	1	OTTHUMG00000130139.2
ENSG00000007038.10	chr16	2816500	2819650	3151	+	04825	2817180	2826304	+	overlapStart	-680	680	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007080.10	chr19	17931400	17934950	3551	+	06732	17933016	17943991	+	overlapStart	-1616	1616	NearestLocation	chr19	HAVANA	gene	17933016	17943991	.	+	.	protein_coding	KNOWN	CCDC124	2	OTTHUMG00000183405.2
ENSG00000007168.12	chr17	2592400	2595750	3351	+	05382	2593210	2685615	+	overlapStart	-810	810	NearestLocation	chr17	HAVANA	gene	2593210	2685615	.	+	.	protein_coding	KNOWN	PAFAH1B1	2	ncRNA_host
ENSG00000007202.14	chr17	28643400	28646250	2851	+	05597	28614440	28645454	-	overlapStart	2054	796	NearestLocation	chr17	HAVANA	gene	28614440	28645454	.	-	.	protein_coding	KNOWN	KIAA0100	1	OTTHUMG00000166587.6
ENSG00000007341.18	chr1	112617950	112622000	4051	+	00745	112523518	112620825	-	overlapStart	2875	1175	NearestLocation	chr1	HAVANA	gene	112523518	112620825	.	-	.	protein_coding	KNOWN	ST7L	2	OTTHUMG00000011753.7
ENSG00000007376.7	chr16	787100	788450	1351	+	04775	784974	788397	-	overlapStart	1297	53	NearestLocation	chr16	HAVANA	gene	784974	788397	.	-	.	protein_coding	KNOWN	RPUSD1	2	OTTHUMG00000047840.4
ENSG00000007392.16	chr16	228450	229950	1501	+	04752	188969	229463	-	overlapStart	1013	487	NearestLocation	chr16	HAVANA	gene	188969	229463	.	-	.	protein_coding	KNOWN	LUC7L	1	OTTHUMG00000060730.12
ENSG00000007541.16	chr16	566500	572800	6301	+	04762	566995	584136	+	overlapStart	-495	495	NearestLocation	chr16	HAVANA	gene	566995	584136	.	+	.	protein_coding	KNOWN	PIGQ	2	overlapping_locus
ENSG00000007545.15	chr16	1612350	1615850	3501	+	04786	1612325	1677908	+	inside	25	25	NearestLocation	chr16	HAVANA	gene	1612325	1677908	.	+	.	protein_coding	KNOWN	CRAMP1	2	overlapping_locus
ENSG00000007866.18	chr6	35495050	35499150	4101	+	11733	35473597	35497076	-	overlapStart	2026	2026	NearestLocation	chr6	HAVANA	gene	35473597	35497076	.	-	.	protein_coding	KNOWN	TEAD3	2	OTTHUMG00000014571.4
ENSG00000007923.15	chr1	6700300	6702100	1801	+	00074	6634168	6701924	-	overlapStart	1624	176	NearestLocation	chr1	HAVANA	gene	6634168	6701924	.	-	.	protein_coding	KNOWN	DNAJC11	2	OTTHUMG00000001443.4
ENSG00000007944.14	chr6	16129000	16132400	3401	+	11470	16129125	16148248	+	overlapStart	-125	125	NearestLocation	chr6	HAVANA	gene	16129125	16148248	.	+	.	protein_coding	KNOWN	MYLIP	2	ncRNA_host
ENSG00000007968.6	chr1	23527900	23531450	3551	+	00200	23506430	23531220	-	overlapStart	3320	230	NearestLocation	chr1	HAVANA	gene	23506430	23531220	.	-	.	protein_coding	KNOWN	E2F2	2	OTTHUMG00000003223.1
ENSG00000008056.12	chrX	47619400	47620100	701	+	14299	47571898	47619853	-	overlapStart	453	247	NearestLocation	chrX	HAVANA	gene	47571898	47619853	.	-	.	protein_coding	KNOWN	SYN1	2	OTTHUMG00000021454.2
ENSG00000008083.13	chr6	15245300	15248400	3101	+	11468	15246296	15522040	+	overlapStart	-996	996	NearestLocation	chr6	HAVANA	gene	15246296	15522040	.	+	.	protein_coding	KNOWN	JARID2	2	ncRNA_host
ENSG00000008086.11	chrX	18424400	18426400	2001	+	14216	18425583	18653629	+	overlapStart	-1183	817	NearestLocation	chrX	HAVANA	gene	18425583	18653629	.	+	.	protein_coding	KNOWN	CDKL5	2	overlapping_locus
ENSG00000008128.22	chr1	1722700	1725700	3001	+	00036	1702730	1724324	-	overlapStart	1624	1376	NearestLocation	chr1	HAVANA	gene	1702730	1724324	.	-	.	protein_coding	KNOWN	CDK11A	2	overlapping_locus
ENSG00000008130.15	chr1	1776700	1781100	4401	+	00038	1751232	1780457	-	overlapStart	3757	643	NearestLocation	chr1	HAVANA	gene	1751232	1780457	.	-	.	protein_coding	KNOWN	NADK	2	OTTHUMG00000000942.6
ENSG00000008256.15	chr7	6270900	6274250	3351	+	12300	6161776	6272644	-	overlapStart	1744	1606	NearestLocation	chr7	HAVANA	gene	6161776	6272644	.	-	.	protein_coding	KNOWN	CYTH3	2	ncRNA_host
ENSG00000008277.14	chr7	87933800	87935500	1701	+	12639	87934143	88202889	+	overlapStart	-343	343	NearestLocation	chr7	HAVANA	gene	87934143	88202889	.	+	.	protein_coding	KNOWN	ADAM22	1	OTTHUMG00000137417.10
ENSG00000008282.8	chr7	106110600	106113200	2601	+	12778	106090503	106112576	-	overlapStart	1976	624	NearestLocation	chr7	HAVANA	gene	106090503	106112576	.	-	.	protein_coding	KNOWN	SYPL1	1	OTTHUMG00000157587.2
ENSG00000008283.15	chr17	63445050	63447800	2751	+	05946	63432304	63446378	-	overlapStart	1328	1328	NearestLocation	chr17	HAVANA	gene	63432304	63446378	.	-	.	protein_coding	KNOWN	CYB561	2	OTTHUMG00000179116.2
ENSG00000008294.20	chr17	51119250	51120850	1601	+	05884	50962174	51120865	-	inside	1615	15	NearestLocation	chr17	HAVANA	gene	50962174	51120865	.	-	.	protein_coding	KNOWN	SPAG9	1	OTTHUMG00000162316.6
ENSG00000008323.15	chr12	6309650	6311500	1851	+	02793	6310436	6328506	+	overlapStart	-786	786	NearestLocation	chr12	HAVANA	gene	6310436	6328506	.	+	.	protein_coding	KNOWN	PLEKHG6	2	OTTHUMG00000168266.1
ENSG00000008324.10	chr3	42580650	42583150	2501	+	09417	42581840	42595114	+	overlapStart	-1190	1190	NearestLocation	chr3	HAVANA	gene	42581840	42595114	.	+	.	protein_coding	KNOWN	SS18L2	2	OTTHUMG00000131794.2
ENSG00000008382.15	chr19	4342050	4344600	2551	+	06478	4343527	4360086	+	overlapStart	-1477	1073	NearestLocation	chr19	HAVANA	gene	4343527	4360086	.	+	.	protein_coding	KNOWN	MPND	2	OTTHUMG00000181914.2
ENSG00000008394.12	chr12	16346900	16349450	2551	+	02874	16347142	16609259	+	overlapStart	-242	242	NearestLocation	chr12	HAVANA	gene	16347142	16609259	.	+	.	protein_coding	KNOWN	MGST1	1	overlapping_locus
ENSG00000008405.11	chr12	107091700	107094850	3151	+	03321	106991364	107093829	-	overlapStart	2129	1021	NearestLocation	chr12	HAVANA	gene	106991364	107093829	.	-	.	protein_coding	KNOWN	CRY1	1	OTTHUMG00000170005.2
ENSG00000008441.16	chr19	12995700	12998000	2301	+	06657	12995608	13098796	+	inside	92	92	NearestLocation	chr19	HAVANA	gene	12995608	13098796	.	+	.	protein_coding	KNOWN	NFIX	1	overlapping_locus
ENSG00000008513.14	chr8	133569350	133573550	4201	+	13457	133454848	133571940	-	overlapStart	2590	1610	NearestLocation	chr8	HAVANA	gene	133454848	133571940	.	-	.	protein_coding	KNOWN	ST3GAL1	2	OTTHUMG00000164534.3
ENSG00000008869.11	chr2	37083400	37085200	1801	+	07462	36968383	37084342	-	overlapStart	942	858	NearestLocation	chr2	HAVANA	gene	36968383	37084342	.	-	.	protein_coding	KNOWN	HEATR5B	1	OTTHUMG00000152158.1
ENSG00000008952.16	chr3	169965700	169968250	2551	+	09949	169966635	169998373	+	overlapStart	-935	935	NearestLocation	chr3	HAVANA	gene	169966635	169998373	.	+	.	protein_coding	KNOWN	SEC62	1	OTTHUMG00000158753.4
ENSG00000009307.15	chr1	114755700	114758250	2551	+	00762	114716913	114758676	-	inside	2976	426	NearestLocation	chr1	HAVANA	gene	114716913	114758676	.	-	.	protein_coding	KNOWN	CSDE1	1	OTTHUMG00000012060.5
ENSG00000009335.17	chr7	157137550	157141750	4201	+	12993	157138913	157269372	+	overlapStart	-1363	1363	NearestLocation	chr7	HAVANA	gene	157138913	157269372	.	+	.	protein_coding	KNOWN	UBE3C	2	overlapping_locus
ENSG00000009413.15	chr6	111481300	111485500	4201	+	12023	111299028	111483715	-	overlapStart	2415	1785	NearestLocation	chr6	HAVANA	gene	111299028	111483715	.	-	.	protein_coding	KNOWN	REV3L	2	overlapping_locus
