feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000003756.16	chr3	50080632	50081593	962	+	25418	50088908	50119021	+	upstream	-8276	7315	NearestLocation	chr3	HAVANA	gene	50088908	50119021	.	+	.	protein_coding	KNOWN	RBM5	1	overlapping_locus
ENSG00000003756.16	chr3	50088909	50089885	977	+	00335	50088908	50119021	+	inside	1	1	NearestLocation	chr3	HAVANA	gene	50088908	50119021	.	+	.	protein_coding	KNOWN	RBM5	1	overlapping_locus
ENSG00000004059.10	chr7	127587852	127589366	1515	+	04128	127588345	127591705	+	overlapStart	-493	493	NearestLocation	chr7	HAVANA	gene	127588345	127591705	.	+	.	protein_coding	KNOWN	ARF5	2	overlapping_locus
ENSG00000004059.10	chr7	127584729	127585626	898	+	01101	127588345	127591705	+	upstream	-3616	2719	NearestLocation	chr7	HAVANA	gene	127588345	127591705	.	+	.	protein_coding	KNOWN	ARF5	2	overlapping_locus
ENSG00000004142.11	chr17	28356631	28358249	1619	+	06348	28347177	28357522	-	overlapStart	891	727	NearestLocation	chr17	HAVANA	gene	28347177	28357522	.	-	.	protein_coding	KNOWN	POLDIP2	2	OTTHUMG00000132065.8
ENSG00000004399.12	chr3	129604863	129607381	2519	+	10358	129555175	129606818	-	overlapStart	1955	563	NearestLocation	chr3	HAVANA	gene	129555175	129606818	.	-	.	protein_coding	KNOWN	PLXND1	1	OTTHUMG00000159547.15
ENSG00000004478.7	chr12	2794956	2796670	1715	+	06281	2794953	2805423	+	inside	3	3	NearestLocation	chr12	HAVANA	gene	2794953	2805423	.	+	.	protein_coding	KNOWN	FKBP4	2	OTTHUMG00000090429.3
ENSG00000004487.15	chr1	23019505	23020483	979	+	01504	23019448	23083689	+	inside	57	57	NearestLocation	chr1	HAVANA	gene	23019448	23083689	.	+	.	protein_coding	KNOWN	KDM1A	1	ncRNA_host
ENSG00000004534.14	chr3	49940050	49941208	1159	+	02690	49940007	50100045	+	inside	43	43	NearestLocation	chr3	HAVANA	gene	49940007	50100045	.	+	.	protein_coding	KNOWN	RBM6	1	overlapping_locus
ENSG00000004660.14	chr17	3892592	3892882	291	+	12606	3860315	3894891	-	inside	2299	2009	NearestLocation	chr17	HAVANA	gene	3860315	3894891	.	-	.	protein_coding	KNOWN	CAMKK1	2	OTTHUMG00000090725.2
ENSG00000004700.15	chr12	21500886	21502528	1643	+	05266	21468911	21501669	-	overlapStart	783	783	NearestLocation	chr12	HAVANA	gene	21468911	21501669	.	-	.	protein_coding	KNOWN	RECQL	2	OTTHUMG00000169131.2
ENSG00000004766.15	chr7	93231664	93233033	1370	+	02842	93232340	93361121	+	overlapStart	-676	676	NearestLocation	chr7	HAVANA	gene	93232340	93361121	.	+	.	protein_coding	KNOWN	VPS50	2	OTTHUMG00000131733.3
ENSG00000004776.11	chr19	35757527	35757702	176	+	19747	35754568	35758079	-	inside	552	377	NearestLocation	chr19	HAVANA	gene	35754568	35758079	.	-	.	protein_coding	KNOWN	HSPB6	2	OTTHUMG00000048122.3
ENSG00000004777.18	chr19	35775521	35775969	449	+	13960	35774532	35788822	+	inside	989	989	NearestLocation	chr19	HAVANA	gene	35774532	35788822	.	+	.	protein_coding	KNOWN	ARHGAP33	1	OTTHUMG00000182071.4
ENSG00000004779.9	chr16	23595116	23596347	1232	+	03542	23581002	23596356	-	inside	1240	9	NearestLocation	chr16	HAVANA	gene	23581002	23596356	.	-	.	protein_coding	KNOWN	NDUFAB1	1	OTTHUMG00000096985.5
ENSG00000004848.7	chrX	25012746	25013932	1187	+	16416	25003694	25016420	-	inside	3674	2488	NearestLocation	chrX	HAVANA	gene	25003694	25016420	.	-	.	protein_coding	KNOWN	ARX	2	OTTHUMG00000021275.4
ENSG00000004848.7	chrX	25015801	25016438	638	+	25517	25003694	25016420	-	overlapStart	619	18	NearestLocation	chrX	HAVANA	gene	25003694	25016420	.	-	.	protein_coding	KNOWN	ARX	2	OTTHUMG00000021275.4
ENSG00000004864.13	chr7	96321241	96322055	815	+	03239	96120220	96322147	-	inside	906	92	NearestLocation	chr7	HAVANA	gene	96120220	96322147	.	-	.	protein_coding	KNOWN	SLC25A13	2	ncRNA_host
ENSG00000004897.11	chr17	47188256	47189372	1117	+	06888	47117703	47189422	-	inside	1166	50	NearestLocation	chr17	HAVANA	gene	47117703	47189422	.	-	.	protein_coding	KNOWN	CDC27	2	overlapping_locus
ENSG00000004897.11	chr17	47187350	47187713	364	+	20728	47117703	47189422	-	inside	2072	1709	NearestLocation	chr17	HAVANA	gene	47117703	47189422	.	-	.	protein_coding	KNOWN	CDC27	2	overlapping_locus
ENSG00000004961.14	chrX	11111363	11112145	783	+	00556	11111301	11123078	+	inside	62	62	NearestLocation	chrX	HAVANA	gene	11111301	11123078	.	+	.	protein_coding	KNOWN	HCCS	2	OTTHUMG00000021128.1
ENSG00000004975.11	chr17	7232763	7234513	1751	+	09017	7225341	7234545	-	inside	1782	32	NearestLocation	chr17	HAVANA	gene	7225341	7234545	.	-	.	protein_coding	KNOWN	DVL2	2	OTTHUMG00000102155.4
ENSG00000005007.12	chr19	18832092	18833170	1079	+	08546	18831938	18868236	+	inside	154	154	NearestLocation	chr19	HAVANA	gene	18831938	18868236	.	+	.	protein_coding	KNOWN	UPF1	2	OTTHUMG00000183025.2
ENSG00000005007.12	chr19	18833704	18833829	126	+	20329	18831938	18868236	+	inside	1766	1766	NearestLocation	chr19	HAVANA	gene	18831938	18868236	.	+	.	protein_coding	KNOWN	UPF1	2	OTTHUMG00000183025.2
ENSG00000005022.5	chrX	119468390	119469802	1413	+	00231	119468400	119471319	+	overlapStart	-10	10	NearestLocation	chrX	HAVANA	gene	119468400	119471319	.	+	.	protein_coding	KNOWN	SLC25A5	2	OTTHUMG00000022715.2
ENSG00000005059.15	chr4	109558375	109559071	697	+	26505	109560205	109688726	+	upstream	-1830	1134	NearestLocation	chr4	HAVANA	gene	109560205	109688726	.	+	.	protein_coding	KNOWN	CCDC109B	2	overlapping_locus
ENSG00000005059.15	chr4	109560275	109560877	603	+	05916	109560205	109688726	+	inside	70	70	NearestLocation	chr4	HAVANA	gene	109560205	109688726	.	+	.	protein_coding	KNOWN	CCDC109B	2	overlapping_locus
ENSG00000005075.15	chr7	102477707	102479500	1794	+	04476	102473118	102478907	-	overlapStart	1200	593	NearestLocation	chr7	HAVANA	gene	102473118	102478907	.	-	.	protein_coding	KNOWN	POLR2J	2	OTTHUMG00000150387.1
ENSG00000005100.12	chr17	5467297	5469025	1729	+	07796	5440912	5469060	-	inside	1763	35	NearestLocation	chr17	HAVANA	gene	5440912	5469060	.	-	.	protein_coding	KNOWN	DHX33	1	overlapping_locus
ENSG00000005156.11	chr17	34980494	34981341	848	+	08058	34980494	35009743	+	inside	0	0	NearestLocation	chr17	HAVANA	gene	34980494	35009743	.	+	.	protein_coding	KNOWN	LIG3	1	OTTHUMG00000128519.6
ENSG00000005175.9	chr12	47705314	47706102	789	+	03500	47661249	47706061	-	overlapStart	747	41	NearestLocation	chr12	HAVANA	gene	47661249	47706061	.	-	.	protein_coding	KNOWN	RPAP3	2	overlapping_locus
ENSG00000005189.19	chr16	20805791	20807628	1838	+	05001	20806429	20849668	+	overlapStart	-638	638	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005194.14	chr16	57446493	57448100	1608	+	05436	57428169	57447528	-	overlapStart	1035	572	NearestLocation	chr16	HAVANA	gene	57428169	57447528	.	-	.	protein_coding	KNOWN	CIAPIN1	1	OTTHUMG00000133457.7
ENSG00000005206.16	chr19	2327906	2329388	1483	+	08169	2328615	2354806	+	overlapStart	-709	709	NearestLocation	chr19	HAVANA	gene	2328615	2354806	.	+	.	protein_coding	KNOWN	SPPL2B	2	overlapping_locus
ENSG00000005238.19	chr9	35115205	35116315	1111	+	08339	35104112	35116341	-	inside	1136	26	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005238.19	chr9	35110902	35111595	694	+	08947	35104112	35116341	-	inside	5439	4746	NearestLocation	chr9	HAVANA	gene	35104112	35116341	.	-	.	protein_coding	KNOWN	FAM214B	2	OTTHUMG00000019847.6
ENSG00000005249.12	chr7	107044305	107045703	1399	+	02359	107044649	107161811	+	overlapStart	-344	344	NearestLocation	chr7	HAVANA	gene	107044649	107161811	.	+	.	protein_coding	KNOWN	PRKAR2B	2	OTTHUMG00000137418.1
ENSG00000005302.17	chrX	11757602	11759497	1896	+	00817	11758159	11775753	+	overlapStart	-557	557	NearestLocation	chrX	HAVANA	gene	11758159	11775753	.	+	.	protein_coding	KNOWN	MSL3	2	OTTHUMG00000021132.6
ENSG00000005339.14	chr16	3879413	3881282	1870	+	09128	3725054	3880726	-	overlapStart	1313	556	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005436.13	chr2	75710283	75711303	1021	+	04176	75652000	75710989	-	overlapStart	706	314	NearestLocation	chr2	HAVANA	gene	75652000	75710989	.	-	.	protein_coding	KNOWN	GCFC2	1	OTTHUMG00000129989.4
ENSG00000005448.16	chr2	74421247	74422412	1166	+	07279	74421678	74425755	+	overlapStart	-431	431	NearestLocation	chr2	HAVANA	gene	74421678	74425755	.	+	.	protein_coding	KNOWN	WDR54	1	OTTHUMG00000129951.4
ENSG00000005700.14	chr6	82247168	82247734	567	+	06121	82169983	82247754	-	inside	586	20	NearestLocation	chr6	HAVANA	gene	82169983	82247754	.	-	.	protein_coding	KNOWN	IBTK	2	ncRNA_host
ENSG00000005801.16	chr11	3378581	3379118	538	+	04915	3339261	3379222	-	inside	641	104	NearestLocation	chr11	HAVANA	gene	3339261	3379222	.	-	.	protein_coding	KNOWN	ZNF195	1	OTTHUMG00000011694.8
ENSG00000005810.17	chr13	77325496	77327618	2123	+	02321	77044655	77327050	-	overlapStart	1554	568	NearestLocation	chr13	HAVANA	gene	77044655	77327050	.	-	.	protein_coding	KNOWN	MYCBP2	2	overlapping_locus
ENSG00000005810.17	chr13	77329211	77330082	872	+	00076	77044655	77327050	-	upstream	-2161	2161	NearestLocation	chr13	HAVANA	gene	77044655	77327050	.	-	.	protein_coding	KNOWN	MYCBP2	2	overlapping_locus
ENSG00000005812.10	chr13	77026152	77027637	1486	+	00829	76992598	77027195	-	overlapStart	1043	442	NearestLocation	chr13	HAVANA	gene	76992598	77027195	.	-	.	protein_coding	KNOWN	FBXL3	1	OTTHUMG00000017099.5
ENSG00000005882.11	chr17	50095315	50095878	564	+	23706	50094737	50112152	+	inside	578	578	NearestLocation	chr17	HAVANA	gene	50094737	50112152	.	+	.	protein_coding	KNOWN	PDK2	1	OTTHUMG00000161948.17
ENSG00000005889.15	chrX	24149100	24150862	1763	+	01763	24149173	24216255	+	overlapStart	-73	73	NearestLocation	chrX	HAVANA	gene	24149173	24216255	.	+	.	protein_coding	KNOWN	ZFX	2	OTTHUMG00000021264.2
ENSG00000005893.15	chrX	120468511	120469354	844	+	00394	120427827	120469365	-	inside	854	11	NearestLocation	chrX	HAVANA	gene	120427827	120469365	.	-	.	protein_coding	KNOWN	LAMP2	2	OTTHUMG00000022301.4
ENSG00000005961.17	chr17	44385618	44385996	379	+	11889	44372180	44389505	-	inside	3887	3509	NearestLocation	chr17	HAVANA	gene	44372180	44389505	.	-	.	protein_coding	KNOWN	ITGA2B	2	OTTHUMG00000177935.2
ENSG00000006007.11	chr16	19520247	19520730	484	+	21848	19501689	19522145	-	inside	1898	1415	NearestLocation	chr16	HAVANA	gene	19501689	19522145	.	-	.	protein_coding	KNOWN	GDE1	2	OTTHUMG00000131454.6
ENSG00000006007.11	chr16	19521655	19521959	305	+	09635	19501689	19522145	-	inside	490	186	NearestLocation	chr16	HAVANA	gene	19501689	19522145	.	-	.	protein_coding	KNOWN	GDE1	2	OTTHUMG00000131454.6
ENSG00000006015.17	chr19	18588869	18589066	198	+	14131	18588685	18592336	+	inside	184	184	NearestLocation	chr19	HAVANA	gene	18588685	18592336	.	+	.	protein_coding	KNOWN	C19orf60	1	OTTHUMG00000183112.1
ENSG00000006025.11	chr17	47821227	47821852	626	+	09091	47807372	47821834	-	overlapStart	607	18	NearestLocation	chr17	HAVANA	gene	47807372	47821834	.	-	.	protein_coding	KNOWN	OSBPL7	2	OTTHUMG00000178288.1
ENSG00000006042.11	chr17	32927643	32928771	1129	+	10126	32927910	32945106	+	overlapStart	-267	267	NearestLocation	chr17	HAVANA	gene	32927910	32945106	.	+	.	protein_coding	KNOWN	TMEM98	2	OTTHUMG00000132882.4
ENSG00000006062.13	chr17	45316182	45317831	1650	+	08957	45263121	45317040	-	overlapStart	858	791	NearestLocation	chr17	HAVANA	gene	45263121	45317040	.	-	.	protein_coding	KNOWN	MAP3K14	2	OTTHUMG00000180364.5
ENSG00000006118.14	chr11	60923969	60924772	804	+	24669	60924463	60937159	+	overlapStart	-494	309	NearestLocation	chr11	HAVANA	gene	60924463	60937159	.	+	.	protein_coding	KNOWN	TMEM132A	1	OTTHUMG00000167803.2
ENSG00000006194.9	chr16	3263777	3264480	704	+	08258	3263800	3301401	+	overlapStart	-23	23	NearestLocation	chr16	HAVANA	gene	3263800	3301401	.	+	.	protein_coding	KNOWN	ZNF263	1	overlapping_locus
ENSG00000006282.20	chr17	50547085	50547654	570	+	17481	50543058	50555852	+	inside	4027	4027	NearestLocation	chr17	HAVANA	gene	50543058	50555852	.	+	.	protein_coding	KNOWN	SPATA20	2	overlapping_locus
ENSG00000006282.20	chr17	50541732	50542654	923	+	11910	50543058	50555852	+	upstream	-1326	404	NearestLocation	chr17	HAVANA	gene	50543058	50555852	.	+	.	protein_coding	KNOWN	SPATA20	2	overlapping_locus
ENSG00000006432.15	chr14	70809200	70810164	965	+	09078	70722526	70809534	-	overlapStart	334	334	NearestLocation	chr14	HAVANA	gene	70722526	70809534	.	-	.	protein_coding	KNOWN	MAP3K9	1	OTTHUMG00000171249.3
ENSG00000006451.7	chr7	39622889	39624246	1358	+	02512	39623483	39708124	+	overlapStart	-594	594	NearestLocation	chr7	HAVANA	gene	39623483	39708124	.	+	.	protein_coding	KNOWN	RALA	2	OTTHUMG00000128775.4
ENSG00000006453.13	chr7	98400707	98400948	242	+	11007	98291651	98401068	-	inside	361	120	NearestLocation	chr7	HAVANA	gene	98291651	98401068	.	-	.	protein_coding	KNOWN	BAIAP2L1	2	overlapping_locus
ENSG00000006459.10	chr7	140175766	140177778	2013	+	03962	140084746	140177035	-	overlapStart	1269	743	NearestLocation	chr7	HAVANA	gene	140084746	140177035	.	-	.	protein_coding	KNOWN	KDM7A	2	ncRNA_host
ENSG00000006468.13	chr7	13989228	13991344	2117	+	07866	13891228	13991425	-	inside	2197	81	NearestLocation	chr7	HAVANA	gene	13891228	13991425	.	-	.	protein_coding	KNOWN	ETV1	1	OTTHUMG00000152403.6
ENSG00000006555.10	chr1	54801051	54801675	625	+	18726	54779712	54801267	-	overlapStart	216	216	NearestLocation	chr1	HAVANA	gene	54779712	54801267	.	-	.	protein_coding	KNOWN	TTC22	1	OTTHUMG00000009916.3
ENSG00000006576.16	chr7	77797675	77799723	2049	+	01800	77798792	77957503	+	overlapStart	-1117	931	NearestLocation	chr7	HAVANA	gene	77798792	77957503	.	+	.	protein_coding	KNOWN	PHTF2	2	ncRNA_host
ENSG00000006607.13	chr2	241356351	241356967	617	+	05144	241356243	241494841	+	inside	108	108	NearestLocation	chr2	HAVANA	gene	241356243	241494841	.	+	.	protein_coding	KNOWN	FARP2	1	ncRNA_host
ENSG00000006625.17	chr7	30504087	30505493	1407	+	04075	30496621	30504844	-	overlapStart	757	649	NearestLocation	chr7	HAVANA	gene	30496621	30504844	.	-	.	protein_coding	KNOWN	GGCT	1	overlapping_locus
ENSG00000006634.7	chr7	87875633	87877376	1744	+	01594	87876216	87909541	+	overlapStart	-583	583	NearestLocation	chr7	HAVANA	gene	87876216	87909541	.	+	.	protein_coding	KNOWN	DBF4	2	OTTHUMG00000131034.6
ENSG00000006638.11	chr19	3606160	3606489	330	+	12691	3594506	3606840	-	inside	680	351	NearestLocation	chr19	HAVANA	gene	3594506	3606840	.	-	.	protein_coding	KNOWN	TBXA2R	2	OTTHUMG00000180806.2
ENSG00000006695.10	chr17	14068939	14070121	1183	+	06967	14069496	14208677	+	overlapStart	-557	557	NearestLocation	chr17	HAVANA	gene	14069496	14208677	.	+	.	protein_coding	KNOWN	COX10	2	ncRNA_host
ENSG00000006704.10	chr7	74453289	74454950	1662	+	08396	74453790	74602604	+	overlapStart	-501	501	NearestLocation	chr7	HAVANA	gene	74453790	74602604	.	+	.	protein_coding	KNOWN	GTF2IRD1	1	OTTHUMG00000023782.4
ENSG00000006712.14	chr19	39390556	39391834	1279	+	09256	39385852	39391195	-	overlapStart	639	639	NearestLocation	chr19	HAVANA	gene	39385852	39391195	.	-	.	protein_coding	KNOWN	PAF1	2	OTTHUMG00000182968.2
ENSG00000006740.16	chr17	12789427	12789742	316	+	17309	12789539	12991643	+	overlapStart	-112	112	NearestLocation	chr17	HAVANA	gene	12789539	12991643	.	+	.	protein_coding	KNOWN	ARHGAP44	1	OTTHUMG00000058765.5
ENSG00000006744.18	chr17	13018498	13018634	137	+	22574	12992391	13018187	-	upstream	-311	311	NearestLocation	chr17	HAVANA	gene	12992391	13018187	.	-	.	protein_coding	KNOWN	ELAC2	1	OTTHUMG00000058764.15
ENSG00000006744.18	chr17	13017203	13018050	848	+	07497	12992391	13018187	-	inside	984	137	NearestLocation	chr17	HAVANA	gene	12992391	13018187	.	-	.	protein_coding	KNOWN	ELAC2	1	OTTHUMG00000058764.15
ENSG00000006757.11	chrX	7926985	7927299	315	+	06743	7898247	7927739	-	inside	754	440	NearestLocation	chrX	HAVANA	gene	7898247	7927739	.	-	.	protein_coding	KNOWN	PNPLA4	2	OTTHUMG00000021103.2
ENSG00000006831.9	chr12	1690500	1691934	1435	+	06252	1688574	1788678	+	inside	1926	1926	NearestLocation	chr12	HAVANA	gene	1688574	1788678	.	+	.	protein_coding	KNOWN	ADIPOR2	1	OTTHUMG00000130139.2
ENSG00000006831.9	chr12	1692911	1693095	185	+	18430	1688574	1788678	+	inside	4337	4337	NearestLocation	chr12	HAVANA	gene	1688574	1788678	.	+	.	protein_coding	KNOWN	ADIPOR2	1	OTTHUMG00000130139.2
ENSG00000007038.10	chr16	2817670	2818125	456	+	08646	2817180	2826304	+	inside	490	490	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007047.14	chr19	45079231	45080286	1056	+	08086	45079288	45305283	+	overlapStart	-57	57	NearestLocation	chr19	HAVANA	gene	45079288	45305283	.	+	.	protein_coding	KNOWN	MARK4	2	overlapping_locus
ENSG00000007080.10	chr19	17933026	17933848	823	+	08712	17933016	17943991	+	inside	10	10	NearestLocation	chr19	HAVANA	gene	17933016	17943991	.	+	.	protein_coding	KNOWN	CCDC124	2	OTTHUMG00000183405.2
ENSG00000007168.12	chr17	2593004	2595466	2463	+	09985	2593210	2685615	+	overlapStart	-206	206	NearestLocation	chr17	HAVANA	gene	2593210	2685615	.	+	.	protein_coding	KNOWN	PAFAH1B1	2	ncRNA_host
ENSG00000007202.14	chr17	28644153	28645598	1446	+	06861	28614440	28645454	-	overlapStart	1301	144	NearestLocation	chr17	HAVANA	gene	28614440	28645454	.	-	.	protein_coding	KNOWN	KIAA0100	1	OTTHUMG00000166587.6
ENSG00000007341.18	chr1	112621337	112621528	192	+	11671	112523518	112620825	-	upstream	-512	512	NearestLocation	chr1	HAVANA	gene	112523518	112620825	.	-	.	protein_coding	KNOWN	ST7L	2	OTTHUMG00000011753.7
ENSG00000007372.20	chr11	31815870	31817245	1376	+	18699	31784792	31817961	-	inside	2091	716	NearestLocation	chr11	HAVANA	gene	31784792	31817961	.	-	.	protein_coding	KNOWN	PAX6	1	OTTHUMG00000041447.13
ENSG00000007392.16	chr16	228558	229490	933	+	03969	188969	229463	-	overlapStart	905	27	NearestLocation	chr16	HAVANA	gene	188969	229463	.	-	.	protein_coding	KNOWN	LUC7L	1	OTTHUMG00000060730.12
ENSG00000007402.11	chr3	50503136	50503393	258	+	18497	50362799	50504244	-	inside	1108	851	NearestLocation	chr3	HAVANA	gene	50362799	50504244	.	-	.	protein_coding	KNOWN	CACNA2D2	2	OTTHUMG00000156887.4
ENSG00000007516.13	chr16	1332991	1334198	1208	+	13701	1333601	1349441	+	overlapStart	-610	597	NearestLocation	chr16	HAVANA	gene	1333601	1349441	.	+	.	protein_coding	KNOWN	BAIAP3	1	OTTHUMG00000047833.5
ENSG00000007520.3	chr16	1350885	1352868	1984	+	06755	1349240	1351911	-	overlapStart	1026	957	NearestLocation	chr16	HAVANA	gene	1349240	1351911	.	-	.	protein_coding	KNOWN	TSR3	2	OTTHUMG00000047834.3
ENSG00000007545.15	chr16	1612466	1613887	1422	+	06680	1612325	1677908	+	inside	141	141	NearestLocation	chr16	HAVANA	gene	1612325	1677908	.	+	.	protein_coding	KNOWN	CRAMP1	2	overlapping_locus
