feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000050820.16	chr16	75265075	75266590	1516	+	834	75228187	75268053	-	inside	2978	1463	NearestLocation	chr16	HAVANA	gene	75228187	75268053	.	-	.	protein_coding	KNOWN	BCAR1	1	overlapping_locus
ENSG00000051108.14	chr16	56931398	56933759	2362	+	657	56932048	56944863	+	overlapStart	-650	650	NearestLocation	chr16	HAVANA	gene	56932048	56944863	.	+	.	protein_coding	KNOWN	HERPUD1	1	overlapping_locus
ENSG00000051523.10	chr16	88649827	88651580	1754	+	928	88643283	88651152	-	overlapStart	1325	428	NearestLocation	chr16	HAVANA	gene	88643283	88651152	.	-	.	protein_coding	KNOWN	CYBA	1	OTTHUMG00000173320.4
ENSG00000052344.15	chr16	31141437	31142196	760	+	539	31131433	31135762	-	upstream	-5675	5675	NearestLocation	chr16	HAVANA	gene	31131433	31135762	.	-	.	protein_coding	KNOWN	PRSS8	1	OTTHUMG00000176750.4
ENSG00000058600.15	chr16	22296592	22297049	458	+	378	22297375	22335103	+	upstream	-783	326	NearestLocation	chr16	HAVANA	gene	22297375	22335103	.	+	.	protein_coding	KNOWN	POLR3E	2	OTTHUMG00000094779.3
ENSG00000058600.15	chr16	22297144	22297238	95	+	379	22297375	22335103	+	upstream	-231	137	NearestLocation	chr16	HAVANA	gene	22297375	22335103	.	+	.	protein_coding	KNOWN	POLR3E	2	OTTHUMG00000094779.3
ENSG00000058600.15	chr16	22297313	22298763	1451	+	380	22297375	22335103	+	overlapStart	-62	62	NearestLocation	chr16	HAVANA	gene	22297375	22335103	.	+	.	protein_coding	KNOWN	POLR3E	2	OTTHUMG00000094779.3
ENSG00000059122.16	chr16	2904314	2905530	1217	+	144	2911937	2951208	+	upstream	-7623	6407	NearestLocation	chr16	HAVANA	gene	2911937	2951208	.	+	.	protein_coding	KNOWN	FLYWCH1	1	OTTHUMG00000177364.3
ENSG00000059122.16	chr16	2911381	2913039	1659	+	145	2911937	2951208	+	overlapStart	-556	556	NearestLocation	chr16	HAVANA	gene	2911937	2951208	.	+	.	protein_coding	KNOWN	FLYWCH1	1	OTTHUMG00000177364.3
ENSG00000059145.18	chr16	1413833	1414767	935	+	064	1363205	1414751	-	overlapStart	918	16	NearestLocation	chr16	HAVANA	gene	1363205	1414751	.	-	.	protein_coding	KNOWN	UNKL	1	OTTHUMG00000128553.7
ENSG00000063854.12	chr16	1825990	1828121	2132	+	081	1795620	1827194	-	overlapStart	1204	927	NearestLocation	chr16	HAVANA	gene	1795620	1827194	.	-	.	protein_coding	KNOWN	HAGH	1	OTTHUMG00000128662.5
ENSG00000065054.13	chr16	2022715	2023884	1170	+	093	2025356	2039026	+	upstream	-2641	1472	NearestLocation	chr16	HAVANA	gene	2025356	2039026	.	+	.	protein_coding	KNOWN	SLC9A3R2	1	OTTHUMG00000176956.3
ENSG00000065054.13	chr16	2026826	2028358	1533	+	094	2025356	2039026	+	inside	1470	1470	NearestLocation	chr16	HAVANA	gene	2025356	2039026	.	+	.	protein_coding	KNOWN	SLC9A3R2	1	OTTHUMG00000176956.3
ENSG00000065427.14	chr16	75646151	75649761	3611	+	842	75627474	75648643	-	overlapStart	2492	1118	NearestLocation	chr16	HAVANA	gene	75627474	75648643	.	-	.	protein_coding	KNOWN	KARS	2	OTTHUMG00000137609.5
ENSG00000065457.10	chr16	75622088	75623798	1711	+	841	75596981	75623300	-	overlapStart	1212	498	NearestLocation	chr16	HAVANA	gene	75596981	75623300	.	-	.	protein_coding	KNOWN	ADAT1	2	overlapping_locus
ENSG00000066654.13	chr16	20739936	20740598	663	+	344	20702816	20742084	-	inside	2148	1486	NearestLocation	chr16	HAVANA	gene	20702816	20742084	.	-	.	protein_coding	KNOWN	THUMPD1	2	OTTHUMG00000131558.3
ENSG00000066654.13	chr16	20740795	20741926	1132	+	345	20702816	20742084	-	inside	1289	158	NearestLocation	chr16	HAVANA	gene	20702816	20742084	.	-	.	protein_coding	KNOWN	THUMPD1	2	OTTHUMG00000131558.3
ENSG00000067365.14	chr16	8621386	8622650	1265	+	226	8621683	8649654	+	overlapStart	-297	297	NearestLocation	chr16	HAVANA	gene	8621683	8649654	.	+	.	protein_coding	KNOWN	METTL22	1	OTTHUMG00000129694.6
ENSG00000067836.12	chr16	4801574	4803409	1836	+	212	4796968	4802950	-	overlapStart	1376	459	NearestLocation	chr16	HAVANA	gene	4796968	4802950	.	-	.	protein_coding	KNOWN	ROGDI	1	OTTHUMG00000129479.9
ENSG00000067955.13	chr16	67028406	67029040	635	+	716	67029116	67101058	+	upstream	-710	76	NearestLocation	chr16	HAVANA	gene	67029116	67101058	.	+	.	protein_coding	KNOWN	CBFB	1	OTTHUMG00000137520.5
ENSG00000067955.13	chr16	67029158	67030966	1809	+	717	67029116	67101058	+	inside	42	42	NearestLocation	chr16	HAVANA	gene	67029116	67101058	.	+	.	protein_coding	KNOWN	CBFB	1	OTTHUMG00000137520.5
ENSG00000069345.11	chr16	46972202	46974304	2103	+	601	46955362	46973788	-	overlapStart	1586	516	NearestLocation	chr16	HAVANA	gene	46955362	46973788	.	-	.	protein_coding	KNOWN	DNAJA2	2	OTTHUMG00000133104.8
ENSG00000070761.7	chr16	58127800	58130288	2489	+	678	58113588	58129450	-	overlapStart	1650	838	NearestLocation	chr16	HAVANA	gene	58113588	58129450	.	-	.	protein_coding	KNOWN	CFAP20	1	OTTHUMG00000133490.4
ENSG00000070770.8	chr16	58197927	58198686	760	+	680	58157907	58197920	-	upstream	-7	7	NearestLocation	chr16	HAVANA	gene	58157907	58197920	.	-	.	protein_coding	KNOWN	CSNK2A2	2	OTTHUMG00000133488.4
ENSG00000072736.18	chr16	68084713	68085193	481	+	752	68084751	68229259	+	overlapStart	-38	38	NearestLocation	chr16	HAVANA	gene	68084751	68229259	.	+	.	protein_coding	KNOWN	NFATC3	1	ncRNA_host
ENSG00000072736.18	chr16	68085390	68086453	1064	+	753	68084751	68229259	+	inside	639	639	NearestLocation	chr16	HAVANA	gene	68084751	68229259	.	+	.	protein_coding	KNOWN	NFATC3	1	ncRNA_host
ENSG00000072864.13	chr16	15643153	15643964	812	+	300	15643267	15726353	+	overlapStart	-114	114	NearestLocation	chr16	HAVANA	gene	15643267	15726353	.	+	.	protein_coding	KNOWN	NDE1	1	overlapping_locus
ENSG00000072864.13	chr16	15649635	15651293	1659	+	301	15643267	15726353	+	inside	6368	6368	NearestLocation	chr16	HAVANA	gene	15643267	15726353	.	+	.	protein_coding	KNOWN	NDE1	1	overlapping_locus
ENSG00000074071.14	chr16	1770524	1774376	3853	+	077	1771890	1773155	-	includeFeature	2631	1221	NearestLocation	chr16	HAVANA	gene	1771890	1773155	.	-	.	protein_coding	KNOWN	MRPS34	2	OTTHUMG00000128636.2
ENSG00000077235.17	chr16	27548883	27549983	1101	+	415	27459555	27549913	-	overlapStart	1030	70	NearestLocation	chr16	HAVANA	gene	27459555	27549913	.	-	.	protein_coding	KNOWN	GTF3C1	1	OTTHUMG00000176805.8
ENSG00000077238.13	chr16	27313396	27314602	1207	+	414	27313668	27364778	+	overlapStart	-272	272	NearestLocation	chr16	HAVANA	gene	27313668	27364778	.	+	.	protein_coding	KNOWN	IL4R	1	OTTHUMG00000097015.11
ENSG00000079616.12	chr16	29784977	29785303	327	+	460	29790719	29805385	+	upstream	-5742	5416	NearestLocation	chr16	HAVANA	gene	29790719	29805385	.	+	.	protein_coding	KNOWN	KIF22	1	OTTHUMG00000097771.5
ENSG00000079616.12	chr16	29789822	29790545	724	+	461	29790719	29805385	+	upstream	-897	174	NearestLocation	chr16	HAVANA	gene	29790719	29805385	.	+	.	protein_coding	KNOWN	KIF22	1	OTTHUMG00000097771.5
ENSG00000079616.12	chr16	29790608	29791789	1182	+	462	29790719	29805385	+	overlapStart	-111	111	NearestLocation	chr16	HAVANA	gene	29790719	29805385	.	+	.	protein_coding	KNOWN	KIF22	1	OTTHUMG00000097771.5
ENSG00000079616.12	chr16	29791860	29791972	113	+	463	29790719	29805385	+	inside	1141	1141	NearestLocation	chr16	HAVANA	gene	29790719	29805385	.	+	.	protein_coding	KNOWN	KIF22	1	OTTHUMG00000097771.5
ENSG00000080603.16	chr16	30697694	30700194	2501	+	514	30698209	30741409	+	overlapStart	-515	515	NearestLocation	chr16	HAVANA	gene	30698209	30741409	.	+	.	protein_coding	KNOWN	SRCAP	2	ncRNA_host
ENSG00000085644.13	chr16	3123785	3125124	1340	+	159	3129777	3142805	+	upstream	-5992	4653	NearestLocation	chr16	HAVANA	gene	3129777	3142805	.	+	.	protein_coding	KNOWN	ZNF213	1	OTTHUMG00000177519.1
ENSG00000085644.13	chr16	3128726	3130289	1564	+	160	3129777	3142805	+	overlapStart	-1051	512	NearestLocation	chr16	HAVANA	gene	3129777	3142805	.	+	.	protein_coding	KNOWN	ZNF213	1	OTTHUMG00000177519.1
ENSG00000085721.12	chr16	15092873	15094914	2042	+	289	15060022	15094317	-	overlapStart	1444	597	NearestLocation	chr16	HAVANA	gene	15060022	15094317	.	-	.	protein_coding	KNOWN	RRN3	2	OTTHUMG00000129847.2
ENSG00000086504.15	chr16	369216	370642	1427	+	023	367384	370527	-	overlapStart	1311	115	NearestLocation	chr16	HAVANA	gene	367384	370527	.	-	.	protein_coding	KNOWN	MRPL28	2	OTTHUMG00000047994.6
ENSG00000086506.2	chr16	179882	181505	1624	+	016	180453	181181	+	includeFeature	-571	324	NearestLocation	chr16	HAVANA	gene	180453	181181	.	+	.	protein_coding	KNOWN	HBQ1	2	OTTHUMG00000060727.1
ENSG00000087253.12	chr16	55508592	55510109	1518	+	646	55508998	55586670	+	overlapStart	-406	406	NearestLocation	chr16	HAVANA	gene	55508998	55586670	.	+	.	protein_coding	KNOWN	LPCAT2	2	overlapping_locus
ENSG00000087258.13	chr16	56190707	56191785	1079	+	647	56191390	56357444	+	overlapStart	-683	395	NearestLocation	chr16	HAVANA	gene	56191390	56357444	.	+	.	protein_coding	KNOWN	GNAO1	1	ncRNA_host
ENSG00000088682.13	chr16	57446315	57448729	2415	+	665	57447425	57461275	+	overlapStart	-1110	1110	NearestLocation	chr16	HAVANA	gene	57447425	57461275	.	+	.	protein_coding	KNOWN	COQ9	1	overlapping_locus
ENSG00000090238.11	chr16	30096476	30096972	497	+	485	30092314	30096915	-	overlapStart	439	57	NearestLocation	chr16	HAVANA	gene	30092314	30096915	.	-	.	protein_coding	KNOWN	YPEL3	2	OTTHUMG00000176853.1
ENSG00000090447.11	chr16	4270928	4274006	3079	+	190	4257186	4273075	-	overlapStart	2147	931	NearestLocation	chr16	HAVANA	gene	4257186	4273075	.	-	.	protein_coding	KNOWN	TFAP4	1	OTTHUMG00000129435.3
ENSG00000090565.15	chr16	424787	426913	2127	+	029	425619	523011	+	overlapStart	-832	832	NearestLocation	chr16	HAVANA	gene	425619	523011	.	+	.	protein_coding	KNOWN	RAB11FIP3	1	overlapping_locus
ENSG00000090857.13	chr16	70113517	70115155	1639	+	786	70113626	70162537	+	overlapStart	-109	109	NearestLocation	chr16	HAVANA	gene	70113626	70162537	.	+	.	protein_coding	KNOWN	PDPR	2	OTTHUMG00000176963.4
ENSG00000090861.15	chr16	70287413	70288173	761	+	791	70252295	70289543	-	inside	2130	1370	NearestLocation	chr16	HAVANA	gene	70252295	70289543	.	-	.	protein_coding	KNOWN	AARS	1	OTTHUMG00000177042.7
ENSG00000090861.15	chr16	70288225	70289572	1348	+	792	70252295	70289543	-	overlapStart	1318	29	NearestLocation	chr16	HAVANA	gene	70252295	70289543	.	-	.	protein_coding	KNOWN	AARS	1	OTTHUMG00000177042.7
ENSG00000090863.11	chr16	74606181	74607511	1331	+	823	74447427	74607144	-	overlapStart	963	367	NearestLocation	chr16	HAVANA	gene	74447427	74607144	.	-	.	protein_coding	KNOWN	GLG1	2	ncRNA_host
ENSG00000091651.8	chr16	46688197	46691308	3112	+	596	46689643	46698394	+	overlapStart	-1446	1446	NearestLocation	chr16	HAVANA	gene	46689643	46698394	.	+	.	protein_coding	KNOWN	ORC6	2	OTTHUMG00000132539.4
ENSG00000095906.16	chr16	1781769	1783857	2089	+	079	1782901	1789191	+	overlapStart	-1132	956	NearestLocation	chr16	HAVANA	gene	1782901	1789191	.	+	.	protein_coding	KNOWN	NUBP2	1	OTTHUMG00000128639.5
ENSG00000095906.16	chr16	1783963	1784128	166	+	080	1782901	1789191	+	inside	1062	1062	NearestLocation	chr16	HAVANA	gene	1782901	1789191	.	+	.	protein_coding	KNOWN	NUBP2	1	OTTHUMG00000128639.5
ENSG00000099364.16	chr16	30921620	30925230	3611	+	528	30923055	30948783	+	overlapStart	-1435	1435	NearestLocation	chr16	HAVANA	gene	30923055	30948783	.	+	.	protein_coding	KNOWN	FBXL19	1	overlapping_locus
ENSG00000099377.13	chr16	30985018	30986465	1448	+	531	30985207	30989152	+	overlapStart	-189	189	NearestLocation	chr16	HAVANA	gene	30985207	30989152	.	+	.	protein_coding	KNOWN	HSD3B7	2	OTTHUMG00000132417.5
ENSG00000099381.16	chr16	30956719	30959192	2474	+	530	30957294	30985116	+	overlapStart	-575	575	NearestLocation	chr16	HAVANA	gene	30957294	30985116	.	+	.	protein_coding	KNOWN	SETD1A	2	OTTHUMG00000150474.3
ENSG00000100726.14	chr16	1492648	1494668	2021	+	067	1493344	1510457	+	overlapStart	-696	696	NearestLocation	chr16	HAVANA	gene	1493344	1510457	.	+	.	protein_coding	KNOWN	TELO2	2	OTTHUMG00000044471.7
ENSG00000102858.12	chr16	4616497	4617328	832	+	206	4616493	4690974	+	inside	4	4	NearestLocation	chr16	HAVANA	gene	4616493	4690974	.	+	.	protein_coding	KNOWN	MGRN1	1	ncRNA_host
ENSG00000102858.12	chr16	4624284	4626068	1785	+	207	4616493	4690974	+	inside	7791	7791	NearestLocation	chr16	HAVANA	gene	4616493	4690974	.	+	.	protein_coding	KNOWN	MGRN1	1	ncRNA_host
ENSG00000102870.5	chr16	30786096	30787904	1809	+	521	30778449	30787202	-	overlapStart	1106	702	NearestLocation	chr16	HAVANA	gene	30778449	30787202	.	-	.	protein_coding	KNOWN	ZNF629	2	OTTHUMG00000176905.2
ENSG00000102871.15	chr16	67158976	67160445	1470	+	720	67154180	67160298	-	overlapStart	1322	147	NearestLocation	chr16	HAVANA	gene	67154180	67160298	.	-	.	protein_coding	KNOWN	TRADD	2	OTTHUMG00000137519.3
ENSG00000102878.16	chr16	67164628	67165195	568	+	722	67164681	67169945	+	overlapStart	-53	53	NearestLocation	chr16	HAVANA	gene	67164681	67169945	.	+	.	protein_coding	KNOWN	HSF4	1	overlapping_locus
ENSG00000102879.15	chr16	30183225	30183969	745	+	488	30182827	30189076	+	inside	398	398	NearestLocation	chr16	HAVANA	gene	30182827	30189076	.	+	.	protein_coding	KNOWN	CORO1A	1	OTTHUMG00000132148.2
ENSG00000102882.11	chr16	30122295	30123197	903	+	486	30114105	30123506	-	inside	1211	309	NearestLocation	chr16	HAVANA	gene	30114105	30123506	.	-	.	protein_coding	KNOWN	MAPK3	1	OTTHUMG00000132149.7
ENSG00000102882.11	chr16	30123257	30123744	488	+	487	30114105	30123506	-	overlapStart	249	238	NearestLocation	chr16	HAVANA	gene	30114105	30123506	.	-	.	protein_coding	KNOWN	MAPK3	1	OTTHUMG00000132149.7
ENSG00000102897.9	chr16	20899458	20901904	2447	+	349	20899868	20925006	+	overlapStart	-410	410	NearestLocation	chr16	HAVANA	gene	20899868	20925006	.	+	.	protein_coding	KNOWN	LYRM1	1	OTTHUMG00000131554.3
ENSG00000102900.12	chr16	56729313	56731007	1695	+	656	56730105	56850286	+	overlapStart	-792	792	NearestLocation	chr16	HAVANA	gene	56730105	56850286	.	+	.	protein_coding	KNOWN	NUP93	1	OTTHUMG00000133278.12
ENSG00000102901.12	chr16	67846010	67848212	2203	+	746	67828157	67847811	-	overlapStart	1801	401	NearestLocation	chr16	HAVANA	gene	67828157	67847811	.	-	.	protein_coding	KNOWN	CENPT	1	OTTHUMG00000173071.3
ENSG00000102910.13	chr16	48244008	48245467	1460	+	609	48244296	48363122	+	overlapStart	-288	288	NearestLocation	chr16	HAVANA	gene	48244296	48363122	.	+	.	protein_coding	KNOWN	LONP2	1	OTTHUMG00000133144.7
ENSG00000102921.7	chr16	48610960	48611237	278	+	613	48538726	48620148	-	inside	9188	8911	NearestLocation	chr16	HAVANA	gene	48538726	48620148	.	-	.	protein_coding	KNOWN	N4BP1	2	overlapping_locus
ENSG00000102924.11	chr16	49281986	49282884	899	+	615	49277917	49281831	-	upstream	-155	155	NearestLocation	chr16	HAVANA	gene	49277917	49281831	.	-	.	protein_coding	KNOWN	CBLN1	2	OTTHUMG00000133148.4
ENSG00000102931.7	chr16	57244580	57246075	1496	+	661	57245098	57253635	+	overlapStart	-518	518	NearestLocation	chr16	HAVANA	gene	57245098	57253635	.	+	.	protein_coding	KNOWN	ARL2BP	1	overlapping_locus
ENSG00000102934.9	chr16	57284119	57285322	1204	+	662	57248547	57284687	-	overlapStart	568	568	NearestLocation	chr16	HAVANA	gene	57248547	57284687	.	-	.	protein_coding	KNOWN	PLLP	1	OTTHUMG00000133465.5
ENSG00000102967.11	chr16	72008664	72009254	591	+	815	72008588	72027664	+	inside	76	76	NearestLocation	chr16	HAVANA	gene	72008588	72027664	.	+	.	protein_coding	KNOWN	DHODH	1	OTTHUMG00000178093.5
ENSG00000102967.11	chr16	72009511	72009924	414	+	816	72008588	72027664	+	inside	923	923	NearestLocation	chr16	HAVANA	gene	72008588	72027664	.	+	.	protein_coding	KNOWN	DHODH	1	OTTHUMG00000178093.5
ENSG00000102977.13	chr16	67659173	67661378	2206	+	740	67657512	67660815	-	overlapStart	1642	563	NearestLocation	chr16	HAVANA	gene	67657512	67660815	.	-	.	protein_coding	KNOWN	ACD	2	OTTHUMG00000137547.6
ENSG00000102978.12	chr16	57462512	57463541	1030	+	666	57462387	57472010	+	inside	125	125	NearestLocation	chr16	HAVANA	gene	57462387	57472010	.	+	.	protein_coding	KNOWN	POLR2C	2	overlapping_locus
ENSG00000102984.14	chr16	71894270	71897351	3082	+	814	71859680	71895336	-	overlapStart	1066	1066	NearestLocation	chr16	HAVANA	gene	71859680	71895336	.	-	.	protein_coding	KNOWN	ZNF821	2	overlapping_locus
ENSG00000102996.4	chr16	58024681	58027628	2948	+	677	58025566	58046901	+	overlapStart	-885	885	NearestLocation	chr16	HAVANA	gene	58025566	58046901	.	+	.	protein_coding	KNOWN	MMP15	2	OTTHUMG00000133466.2
ENSG00000103018.16	chr16	69424088	69425427	1340	+	774	69424525	69466266	+	overlapStart	-437	437	NearestLocation	chr16	HAVANA	gene	69424525	69466266	.	+	.	protein_coding	KNOWN	CYB5B	2	overlapping_locus
ENSG00000103021.9	chr16	58236205	58236698	494	+	681	58231157	58283836	+	inside	5048	5048	NearestLocation	chr16	HAVANA	gene	58231157	58283836	.	+	.	protein_coding	KNOWN	CCDC113	2	OTTHUMG00000133489.3
ENSG00000103035.10	chr16	74296405	74298162	1758	+	821	74296775	74306288	+	overlapStart	-370	370	NearestLocation	chr16	HAVANA	gene	74296775	74306288	.	+	.	protein_coding	KNOWN	PSMD7	2	OTTHUMG00000137601.3
ENSG00000103037.11	chr16	58514278	58514642	365	+	684	58515479	58521181	+	upstream	-1201	837	NearestLocation	chr16	HAVANA	gene	58515479	58521181	.	+	.	protein_coding	KNOWN	SETD6	1	OTTHUMG00000150276.6
ENSG00000103037.11	chr16	58514695	58516777	2083	+	685	58515479	58521181	+	overlapStart	-784	784	NearestLocation	chr16	HAVANA	gene	58515479	58521181	.	+	.	protein_coding	KNOWN	SETD6	1	OTTHUMG00000150276.6
ENSG00000103042.8	chr16	58683985	58684939	955	+	689	58665109	58685104	-	inside	1119	165	NearestLocation	chr16	HAVANA	gene	58665109	58685104	.	-	.	protein_coding	KNOWN	SLC38A7	1	OTTHUMG00000133491.7
ENSG00000103043.14	chr16	70800281	70801269	989	+	804	70687439	70801161	-	overlapStart	880	108	NearestLocation	chr16	HAVANA	gene	70687439	70801161	.	-	.	protein_coding	KNOWN	VAC14	1	overlapping_locus
ENSG00000103044.10	chr16	69105581	69106672	1092	+	762	69105564	69118719	+	inside	17	17	NearestLocation	chr16	HAVANA	gene	69105564	69118719	.	+	.	protein_coding	KNOWN	HAS3	2	OTTHUMG00000137562.3
ENSG00000103047.7	chr16	68843117	68844617	1501	+	761	68843604	69085180	+	overlapStart	-487	487	NearestLocation	chr16	HAVANA	gene	68843604	69085180	.	+	.	protein_coding	KNOWN	TANGO6	1	overlapping_locus
ENSG00000103064.13	chr16	68263754	68265889	2136	+	755	68264516	68301823	+	overlapStart	-762	762	NearestLocation	chr16	HAVANA	gene	68264516	68301823	.	+	.	protein_coding	KNOWN	SLC7A6	2	OTTHUMG00000176544.11
ENSG00000103066.12	chr16	68244497	68245998	1502	+	754	68245304	68261062	+	overlapStart	-807	694	NearestLocation	chr16	HAVANA	gene	68245304	68261062	.	+	.	protein_coding	KNOWN	PLA2G15	1	OTTHUMG00000137554.8
ENSG00000103111.14	chr16	77190046	77191981	1936	+	846	77190835	77202405	+	overlapStart	-789	789	NearestLocation	chr16	HAVANA	gene	77190835	77202405	.	+	.	protein_coding	KNOWN	MON1B	1	overlapping_locus
ENSG00000103126.14	chr16	351462	352777	1316	+	021	287440	352673	-	overlapStart	1211	104	NearestLocation	chr16	HAVANA	gene	287440	352673	.	-	.	protein_coding	KNOWN	AXIN1	1	OTTHUMG00000064930.4
ENSG00000103126.14	chr16	353124	353707	584	+	022	287440	352673	-	upstream	-451	451	NearestLocation	chr16	HAVANA	gene	287440	352673	.	-	.	protein_coding	KNOWN	AXIN1	1	OTTHUMG00000064930.4
ENSG00000103145.10	chr16	3023274	3024948	1675	+	154	3022620	3024286	-	overlapStart	1012	654	NearestLocation	chr16	HAVANA	gene	3022620	3024286	.	-	.	protein_coding	KNOWN	HCFC1R1	1	OTTHUMG00000177450.1
ENSG00000103148.15	chr16	137226	138471	1246	+	007	84271	138860	-	inside	1634	389	NearestLocation	chr16	HAVANA	gene	84271	138860	.	-	.	protein_coding	KNOWN	NPRL3	1	OTTHUMG00000047792.19
ENSG00000103148.15	chr16	138652	139258	607	+	008	84271	138860	-	overlapStart	208	208	NearestLocation	chr16	HAVANA	gene	84271	138860	.	-	.	protein_coding	KNOWN	NPRL3	1	OTTHUMG00000047792.19
